nid,field_ligacao_j,field_especificacao_j,field_referencia_j,field_numero_j,field_regiao_j,field_local_j,title,field_data_j,field_tempo_j,field_quantidade_j,field_producao_j,field_rolonum_j,field_tipo_video_j,field_numero_filme_j,field_pais_j,field_genero_j,field_idioma_original_j,field_legenda_j,field_versao_j,field_sistema_j,field_imagem_j,field_direcao_j,field_roteiro_j, field_fotografia_j,field_musica_j,field_elenco_j,field_premiacao_j
47499,1799,"Gerônimo. Sinopse: O filme conta a história do líder apache que chefiou uma série de rebeliões quando seu povo foi praticamente dizimado e obrigado a se mudar das montanhas para o árido deserto do Arizona.  Durante a famosa revolta indígena seu bando, composto por 35 homens, conseguiu  desorientar um exército de mais de 5.000 soldados, por 18 meses seguidos.",130,130.0,,,Gerônimo,1993,100',1.0,Ira Marvin,,Comercial,130.0,EUA,,inglês,,,VHS/NTSC,Colorido,Roger Young,,Donald M. Morgan,Patrick Williams,"Joseph Runningfox, Nick Ramus, August Achellenberg",
47500,1800,"Havana. Sinopse: Em Cuba, pouco antes da vitória de Fidel Castro sobre Fulgêncio Batista (1958), americano jogador de cartas apaixona-se pela mulher de um líder rebelde, envolvendo-se com os acontecimentos políticos da ilha. (*)",131,131.0,,,Havana (*),1990,144',1.0,Sydney Pallock/Richard Roth,,Comercial,131.0,EUA,,inglês,,,VHS/NTSC,Colorido,Sydney Pollack,Judith Rascoe/David Rayfiel,Owen Roizman,,"Robert Redford, Lena Olin, Alan Arkin, Raul Julia, Betsy Bramtley, Tomas Milian",
47501,1860,Chiapas - La Otra Guerra.,308,308.0,América do Norte,México,Chiapas - La Otra Guerra,1994,43',1.0,Canal 6 de Julio,,Comercial,0.0,,,,Não,,,Colorido,,,,,,
47502,1904,Inauguração: Fauldade de Zootecnia e Engenharia de Alimentos de Pirassununga. (*),18,,,,Inauguração. (*),1992,,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47503,2057,"Indochina. Sinopse: A partir dos anos 30, durante a ocupação francesa da Indochina, a saga de uma proprietária de seringal e de sua filha adotiva, ambas apaixonadas pelo mesmo homem.  Épico em super produção, que procura conciliar romance e as implicações políticas da colonização francesa na Indochina (hoje Vietnã).",149,149.0,,,Indochina,1992,154',2.0,,,Comercial,149.0,França,,francês,,,VHS/NTSC,Colorido,Régis Wargnier,,,,"Catherine Deneuve, Linh Dan Pham, Vincent Perez, Jean Yanne","Globo de Ouro 1993 - Melhor Filme Estrangeiro; César 93 - Melhor Atriz, Melhor Fotografia, Melhor Cenário, Melhor Som; Oscar 93 - Melhor Filme Estrangeiro."
47504,2058,"Em Nome do Pai. Sinopse: Jovem irlandês é preso em companhia de três amigos e condenado por um atentado cometido pelo IRA (Exército Republicano Irlandês) nos arredores de Londres.  Eficiente denúncia dos abusos cometidos pelo governo britânico no caso verídico dos ""quatro de Guilford"".  Alguns fatos são alterados, mas o tema ganhou destaque após o acordo de paz firmado em 1994 entre o governo britânico e o IRA.",150,150.0,,,Em Nome do Pai,1993,132',1.0,Jim Sheridan,,Comercial,150.0,EUA/Irl/Ing,,inglês,,,VHS/NTSC,Colorido,Jim Sheridan,Terry George/Jim Sheridan,,Trevor Jones,"Emma Thompson, Daniel Day-Lewis, Pete Postlethwaite",
47505,2059,"Sessão Especial de Justiça. Sinopse: Aspirante a oficial é morto por jovens militantes da Resistência Francesa, em 1941. As ""sessões especiais""são criadas na França para julgar as infrações relacionadas às atividades comunista e anarquista, e acabam se transformando num monstro judiciário a serviço das forças alemãs de ocupação, cometendo toda sorte de abusos. (*)",151,151.0,,,Sessão Especial de Justiça (*),1974,105',1.0,,,Comercial,151.0,França,,francês,,,VHS/NTSC,Colorido,Costa-Gravas,Jorge Semprun,,,"Michel Lonsdale, Bruno Cremer, Jacques Persin, Louis Seigner",Prêmio Festival Cannes 1975 - Melhor Direção
47506,2060,"Metrópolis. Sinopse: Trabalhadores de uma grande cidade no século XXI vivem nos subterrâneos e veneram como santa uma garota chamada Maria. Um cientista cria em laboratório um ""clone""de Maria, que incita os trabalhadores contra os patrões. Destaque para o cenário futurista, fotografado por dois mestres. O roteiro foi escrito pelo próprio Lang e sua mulher, também autora da história original e simpatizante do nazismo. O filme passou à história do cinema como um representante legítimo do Expressionismo Alemão e um clássico do Cinema Fantástico.",202,202.0,,,Metrópolis,1926,120',1.0,,,Comercial,202.0,Alemanha,,mudo,Não,,VHS/NTSC,Colorido,Fritz Lang,,Karl Freund e Günther Rittau,,"Alfred Abel, Gustav Froelich, Rudolf Klein-Rogge, Brigitte Helm, Heinrich George, Theodore Loos, Fritz Rasp",
47507,2061,"Através das Oliveiras. Sinopse: Após um terremoto, cineasta iraniano sai a campo para filmar uma história quase documental, com atores locais. O diretor, uma das revelações dos anos 90, conduz seu filme como ""cinema-verdade"", permeando comsutileza a trama paralela de um conflito amoroso entre os atores centrais.",203,203.0,,,Através das Oliveiras,1994,99',1.0,,,Comercial,203.0,Iraque/França,,francês,,,VHS/NTSC,Colorido,Abbas Kiarostami,,,,"Hossein Rezai, Mohamed Ali Keshavarz, Tahereh Ladania, Farhad Kheradmand, Zarifeh Shiva",
47508,2062,Chegada da Light (A).,204,204.0,,,Chegada da Light (A),,,1.0,Eletropaulo,,Comercial,204.0,Brasil,,português,Não,,VHS/NTSC,Colorido,,,,,,
47509,2063,"Arquologia Missioneira - Monte Albán e Dzibilchaltún. Monte Albán. Sinopse: Contemporânea de Teotihuacan, capital com a qual, muito provavelmente, estabeleceu algum tipo de aliança comercial, militar e religiosa, Monte Albán, a cidade construídas pelos zapotecas para aproximar-se do céu e tocas as nuvens, tem sido, recentemente, objeto de um amplo e ambicioso projeto de intervenção arqueológica, que ao mesmo tempo contemplou a investigação, exploração e conservação de edifícios, lápides e monumentos. Dzibilchaltún: Nas imagens deste documentário, o público poderá apreciar os esforços empregados por especialistas de diversas áreas - arqueologia, antropologia, história, museografia, arquitetura etc - para conservar e difundir o patrimônio cultural construído ao longo dos séculos pelos povos maia.",182,182.0,América do Norte,México,Arquologia Missioneira - Monte Albán e Dzibilchaltún.,1994,50',1.0,Videoservicios Profesionales/CNCA/INAH,,Comercial,0.0,,,,Não,,NTSC,Colorido,,,,,,
47510,2064,"Série Paradigmas: Mujeres Peruanas. Sinopse: É uma época em que querem nos fazer crer que não há paradigmas, que não há referências e que tudo tem de ser repensado. TV Cultura, a contra corrente, oferece a Série Paradigmas: Mujeres Peruanas, com pinceladas da obra e vida de mulheres que têm combatido significativamente para a construção de um país mais solidário, mais justo, mais humano. A sensibilidde, a intensidade, a paixão e o amor intenso pelo que fazem pela região do Peru a que pertencem são alguns dos traços que definem a trajetória destas mulheres. A liberdadde de seu canto, a força de sua atuação, a transparência de sua poesia, a perseverança de suas convicções nos ajudam a domar nosos medos e inseguranças e sobretudo, nos dão forças para falar sobre eles.",187,187.0,,Peru,Série Paradigmas: Mujeres Peruanas.,1998,,1.0,TV Cultura (Peru),,Comercial,0.0,,,,Não,,,Colorido,,,,,,
47511,2101,"Tico-Tico no fubá. Sinopse: Drama baseado na vida do compositor Zequinha de Abreu.  As dificuldades, a luta, os amores e o destino do autor de uma das músicas mais gravadas de toda a história da discografia mundial: Tico-Tico no Fubá.",159,159.0,,,Tico-Tico no fubá,1952,100',1.0,,,Comercial,159.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Adolfo Celi,,,Radamés Gnatali,"Tônia Carrero, Anselmo Duarte, Ziembinski",Prêmio Índio - Melhor Produção e Melhor Ator; Sacy - Melhor Filme; Associação Brasileira de Críticos de Cinema - Melhor Ator.
47512,2102,"Ensaio de Orquestra. Sinopse: Durante ensaio de orquestra, os músicos rebelam-se contra o maestro, ignorando catástrofe iminente.  Poderia ser apenas um fascinante estudo sobre a mentalidade dos músicos profissionais ou análise das relações de poder, mas é uma inquietante parábola sobre a anarquização da sociedade italiana, com a escalada do terrorismo. (*)",160,160.0,,,Ensaio de Orquestra (*),1979,75',1.0,,,Comercial,160.0,Itália,,italiano,,,VHS/NTSC,Colorido,Frederico Fellini,F. Fellini e Brumello Rondi,,Nino Rota,Baldwin Baas,
47513,2103,Dragão da Maldade Contra o Santo Guerreiro (O).,161,161.0,,,Dragão da Maldade Contra o Santo Guerreiro (O),1969,,1.0,,,Comercial,161.0,Brasil,,português,Não,,VHS/NTSC,Colorido,Glauber Rocha,,,,"Maurício do Valle, Odette Lara, Othon Bastos, Hugo Carvana, Jofre Soares.","Festival de Cannes/1969 - Melhor Diretor; Festival de Cinema de Plovaine, Bélgica; Troféu Coruja de Ouro, entre outros."
47514,2104,Cangaceiro (O).,162,162.0,,,Cangaceiro (O),1953,92',1.0,,,Comercial,162.0,BRASIL,,português,Não,,VHS/NTSC,,Lima Barreto,,,,"Alberto Ruschell, Marisa Prado, Milton Ribeiro, Vanja Orico, Adorinam Barbosa, Ricardo Campos, Neusa Veras e Zé do Norte.",Festival de Cannes (1953); Festival de Berlim (1953); Festival de Edimburgo (1953); Festival de Caracas (1954); Festival de Punta del'Este (1954); entre outros.
47515,2105,Um Certo Capitão Rodrigo. Baseado na obra de Érico Veríssimo. (*),163,163.0,,,Um Certo Capitão Rodrigo (*),1972,106',1.0,,,Comercial,163.0,BRASIL,,português,Não,,VHS/NTSC,Colorido,Anselmo Duarte,,,Rogério Duprat,"Francisco Di Franco, Pepita Rodrigues, Paulo Bresolin, Elsa de Castro, Newton Prado",
47516,2106,"Outubro. Sinopse: Reconstituição da Revolução Bolchevista de 1917, realizada pelo personalíssimo cineasta russo, que nela desenvolveu novamente suas inovadoras teorias de montagem. Entre outras sequências inesquecíveis está a do massacre ao redor das pontes de São Petersburgo. O roteiro foi inspirado no best-seller do jornalista John Reed - ""Os dez dias que abalaram o mundo"".",164,164.0,,,Outubro,1928,104',1.0,,,Comercial,164.0,URSS,,russo,,,VHS/NTSC,Preto e Branco,Sergei Eisenstein/Gregori Alexandrov,,,,,
47517,2107,"Nascido em 4 de Julho. Sinopse: Jovem ferido na guerra do Vietnã fica paraplégico e troca suas idéias conservadoras pelo ativismo político, em meio à lembrança de ter causado a morte de um companheiro em combate. Épico na melhor tradição hollywoodiana, extraído do livro autobiográfico de Ron Kovic, que escreveu o roteiro com Stone.",165,165.0,,,Nascido em 4 de Julho,1989,145',1.0,,,Comercial,165.0,EUA,,inglês,,,VHS/NTSC,Colorido,Oliver Stone,,,,"Tom Cruise, Willam Dafoe, Tom Bereger, Kyra Sedgwick, Raymond Barry",Oscar de melhor direção e montagem
47518,2108,Companheiros (Os).,166,166.0,,,Companheiros (Os),1963,120',1.0,,,Comercial,166.0,Itália,,italiano,,,VHS/NTSC,Colorido,Mário Monicelli,,,,"Marcelo Mastroiani, Renato Salvatori, Annie Girardot",
47519,2109,"Decameron. Sinopse: Dez contos contidos no ""Decameron"", de Bocaccio, descrevendo em forma de sátira a vida cotidiana em Nápoles, na época do Renascimento. É a primeira parte da ""Trilogia da Vida"" (as outras são ""Os contos de Canterbury"" e ""As Mil e Uma Noites"", que Pasolini dirigiu, provocando escândalo. Excelente recriação de época.",167,167.0,,,Decameron,1970,107',1.0,,,Comercial,167.0,ITÁLIA/FRANÇA/ALEMANHA,,italiano,,,VHS/NTSC,Colorido,Pier Paolo Pasolini,,,,"Ninetto Davoli, Franco Citti, Angela Luce, Silvana Mangano, Pier Paolo Pasolini",
47520,2150,Tigra: Mito y Mujer. Baseado no conto de José de la Cuadra.,35,35.0,,,Tigra: Mito y Mujer,1990,80',1.0,,,Comercial,35.0,Equador,,espanhol,Não,,VHS/NTSC,Colorido,Camilo Luzuriaga,Camilo Luzuriaga,Rodrigo Cueva e Diego Falconí,"Sebástian Cardemil, Santiago Luzuriaga","Lissete Cabrera, Aristides Vargas, Rossana Iturralde, Verónica García, Virgílio Valero","Melhor filme no XXX Festival Iberoamericano de Cartagena, Colômbia"
47521,2170,"Mediterrâneo. Sinopse: Durante a Segunda Guerra Mundial, soldados italianos ocupam pequena ilha grega destituída de qualquer tipo de comunicação; os anos passam e eles ali permanecem esquecidos.  Realização bem humorada e original em sua trama pacifista.",132,132.0,,,Mediterrâneo,1991,92',1.0,Gianni Minervini/ Mario e Vittorio Cecchi Gori,,Comercial,132.0,Itália,,italiano,,,VHS/NTSC,Colorido,Gabriele Salvatore,,,,"Diego Abatantuono, Claudio Bigagli, Irene Grazioli",Oscar de Melhor Filme Estrangeiro 1992; David de Donatello de melhor filme na Itália (92).
47522,2171,"1492 - A Conquista do Paraíso. Sinopse: A epopéia de Cristóvão Colombo até a chegada ao Novo Mundo e seu encontro com os indígenas.  O filme, realizado por ocasião das comemorações dos 500 anos da conquista da América, enfoca o idealismo de um homem em confronto com a intolerância de uma época.",133,133.0,,,1492 - A Conquista do Paraíso,,150',1.0,Ridley Scott/ Alan Goldman,,Comercial,133.0,EUA/Fra/Esp,,inglês,,,VHS/NTSC,Colorido,Ridley Scott,,Adrian Biddle,,"Gérard Depardieu, Sigourney Weaver, Armand Assanti, Fernando Rey, Angela Molina, Loren Dean",
47523,2172,"Conduzindo Miss Daisy. Sinopse: Em 1948, filho de viúva judia e milionária da Geórgia contrata motorista negro para sua mãe. A princípio seca e distante, aos poucos ela estabelece uma relação amistosa e fraternal com o empregado, que se estende por mais de 20 anos.  Visão irônica e sutil do conflito racial no sul dos EUA. Baseado na peça de Alfred Uhry (também autor do roteiro). (*)",134,134.0,,,Conduzindo Miss Daisy (*),1989,103',1.0,,,Comercial,134.0,EUA,,inglês,,,VHS/NTSC,Colorido,Bruce Beresford,Alfred Uhry,,,"Morgan Freeman, Jessica Tandy, Dan Aykroyd, Patti LuPone","4 Oscar em 1990: Melhor Filme, Melhor Atriz, Melhor Roteiro e Maquiagem; 3 Globos de Ouro: Melhor Filme, Melhor  Atriz, Melhor Ator; Prêmio Pulitzer."
47524,2173,"Passagem para a Índia. Sinopse: Na década de 20, jovem inglesa visita a Índia, envolvendo-se numa tentativa de estupro.  O filme é uma obra multifacetada sobre os conflitos raciais e as diferenças culturais entre o Oriente e o Ocidente. Baseado no romance de E. M. Forster, de 1924. (*)",136,136.0,,,Passagem para a Índia (*),1984,163',1.0,John Brabourne/ Richard Goodwin,,Comercial,136.0,Inglaterra,,inglês,,,VHS/NTSC,Colorido,David Lean,,,Maurice Jarre,"Judy Davis, Victor Banerjee, Peggy Ashcroft, James Fox, Alec Guinness.",Oscar de Melhor Atriz Coadjuvante (Ashcroft) e melhor trilha sonora.
47525,2174,"Diên Biên Phu - A Última Batalha da Indochina. Sinopse: Em 1954, a guerra entre a França e a Indochina (atual Vietnã do Norte) está no auge. Jornalista americano que vive em Hanoi percebe que a batalha final está por acontecer. O filme avança em duas situações paralelas: as conversas do jornalista americano com amigos e informantes e os acontecimentos que se sucedem em Diên Biên Phú, local que marcou a derrota da França.",137,137.0,,,Diên Biên Phu - A Última Batalha da Indochina,1992,128',1.0,Jacques Kirsner,,Comercial,137.0,França,,francês,,,VHS/NTSC,Colorido,Pierre Schoendoerffer,,,,"Donald Pleasesnce, Patrick Catalifo, Ludmila Mikael, Jean-François Balmer",
47526,2251,"Ganga Zumba. Sinopse: O filme conta a história de Antão, escravo de uma fazenda no século XVII que, com um grupo de amigos, foge em busca do Quilombo de Palmares, agrupamento de negros foragidos.  O filme mostra sua fuga e chegada em Palmares, onde é proclamado rei com o nome de Ganga Zumba.",101,101.0,,,Ganga Zumba,1964,100',1.0,"Carlos Diegues, Tabajara Filmes, Jarbas Barbosa",,Comercial,101.0,Brazil,,português,Não,,VHS/NTSC,Colorido,Carlos Diegues,"Carlos Diegues, Leopoldo Serran, Rubem Rocha Filho",Fernando Duarte,,"Jorge Coutinho, Luiza Maranhão, Lea Garcia, Antonio Pitanga",
47527,2252,"Um Dia de Outubro. Sinopse: Na Dinamarca ocupada pelos nazistas, o líder de um pequeno grupo de sabotadores é ferido durante atentado, mas consegue fugir, refugiando-se na casa de judeus. Ali, envolve-se com a filha do contador da fábrica que acabara de explodir. Durante sua recuperação, tenta convencer a família que o abriga - e que deseja vê-lo partir logo - da importância de suas atividades para a libertação da Dinamarca e do seu povo.",102,102.0,,,Um Dia de Outubro,,95',1.0,"Just Betzer, Philippe Rivier e Pernille Siesbye",,Comercial,102.0,,,,,,VHS/NTSC,Colorido,Kenneth Madsen,,,,"D. B. Sweeney, Kelly Wolf, Tovah Feldshuh e Daniel Benzali",
47528,2253,"Caro Diário. Sinopse: Aos 40 anos de idade, cineasta italiano decide viajar, registrando suas aventuras em um diário. Bem humorado e divertido, o filme mostra os dramas da vida moderna.",104,104.0,,,Caro Diário,1993,100',1.0,Angelo Barbagallo/Nanni Moretti,,Comercial,104.0,Itália,,,,,VHS/NTSC,Colorido,Nanni Moretti,,,,"Nanni Moretti, Renato Carpentieri, Antonio Neiwiller, Jennifer Beals","Melhor Diretor Cannes 94, Melhor Filme ""David Donatello"" 94."
47529,2280,"Agosto. Sinopse: O mês de agosto é caracterizado pelos episódios trágicos que historicamente acontecem em seu decorrer. Os acontecimentos de agosto de 1954 tornaram-se palco para um romance policial dos mais empolgantes. Jorge Furtado e Giba de Assis Brasil adaptadores da obra de Rubem Fonseca, em missérie, mostram a ficção e a realidade caminhando lado a lado, transformando-a, não somente num romance, mas também, numa obra de elevada importância histórica. O desenrolar da trama envolvendo o comissário Mattos (José Mayer), Alice (Vera Fischer), Salete (Letícia Sabatella), e muitos personagens vividos por um grandioso elenco, ocorrem simultaneamente a fatos históricos como o envolvimento de Gregório Fortunato (vivido de forma magistral por Tony Tornado) no atentado a Carlos Lacerda até o desfecho com o suicídio de Getúlio Vargas.",3,3.0,,Brasil,Agosto - Minissérie da TV Globo,1993,310',1.0,Flávio Nascimento,,Comercial,0.0,,,,Não,,VHS,Colorido,,,,,,
47530,2281,Descobrimento e Exploração da América.,60,60.0,,,Descobrimento e Exploração da América,1111,,1.0,Enciclopédia Britânica,,Comercial,60.0,,,,Não,,VHS/NTSC,Colorido,,,,,,
47531,2282,"Tupac Amaru, o Guerreiro do Sol. Sinopse: A saga do cacique Tupac Amaru e sua luta contra o trabalho forçado imposto pelos colonizadores espanhóis aos indígenas no Vice-Reino do Peru, no final do século XVIII.",61,61.0,,,"Tupac Amaru, o Guerreiro do Sol",,,1.0,Cinematográfica Kuntur/ICAIC,,Comercial,61.0,Cuba/México,,espanhol,,,VHS/NTSC,Colorido,Federico García,Federico García,Rodolfo Lopez,Juan Marquez,,
47532,2341,"Missão (A). Sinopse: Uma análise da ação da Igreja Católica na América do Sul, no século XVII, quando milhares de índios guaranis foram mortos pelos colonizadores portugueses, que também acabaram com as Missões dos jesuítas, empenhados na catequese dos indígenas. Baseado na obra homônima de Robert Bolt. (*)",16,16.0,,,Missão (A) (*),1986,125',2.0,,,Comercial,16.0,Inglaterra,,Inglês,Sim,,VHS/NTSC,Colorido,Rolland Joffe,,,Ennio Morricone,"Robert de Niro, Jeremy Irons, Philip Basco, Aindan Quinn, Liam Nelson","Palma de Ouro - Cannes, 1986"
47533,2488,"Cinema de Lágrimas. Sinopse: Investigação sobre os mitos do melodrama, que homenageia o cinema da América Latina das décadas de 30 a 50, sobretudo o mexicano. Os personagens do filme simbolizam os paradoxos da história do cinema latino-americano.",275,275.0,,,Cinema de Lágrimas,,,,,,Comercial,0.0,,,,Não,,,Colorido,,,,,,
47534,2489,"Marca da Maldade (A). Sinopse: Baseado no livro Badge of Evil, de Whit Masterson. Policial mexicano, investigador de narcóticos, vai passar a lua-de-mel com sua mulher norte-americana numa cidade dos dois países; uma série de acidentes faz com que ele entre em conflito como o chefe de polícia do lado americano. Visão crua do mundo corrupto e racista das cidades fronteiriças, o filme aborda ainda os temas relacionados ao tráfico de drogas e a luta pelo poder.",276,276.0,,,Marca da Maldade (A),1958,93',1.0,Albert Zugsmith,,Comercial,0.0,,,,Não,,VHS,Colorido,,,,,,
47535,2490,Hamlet. (Fitas I e II).,277,277.0,,,Hamlet,1994,,1.0,David Barron,,Comercial,0.0,,,,Não,,VHS,Colorido,,,,,,
47536,2491,"De Amor e de Sombras. Sinopse: Antonio Banderas é Francisco, um exilado espanhol que, em meados dos anos 70 luta contra o regime militar em plena ditadura chilena. Ele tenta sobreviver como fotógrafo e vai procurar emprego numa revista de moda. Lá trabalha Irene (Jennifer Connely), jovem burguesa e alienada sem a menor noção do que acontecia no país. Do encontro de ambos explode uma paixão, que vai transformá-la numa rebelde com causa lutando, ao lado dele, pela liberdade de seu povo.",278,278.0,,,De Amor e de Sombras,1994,109',1.0,,,Comercial,0.0,,,,Não,,VHS/NTSC,Colorido,,,,,,
47537,2492,"E la Nave Va. Sinopse: Nápoles, véspera da Primeira Guerra Mundial, admiradores, amigos e colegas da diva Edmea Tetua (Janet Suzman) embarcam no navio Glória N. Eles acompanham o cortejo fúnebre que leva as cinzas da grande cantora até alto-mar, para espalhá-las nas águas de Erimo, sua ilha natal. Entre as pessoas que integram o cortejo estão uma das rivais da diva, Ildebranda Cuffari (Barbara Jefford). Mas também o bem-humorado tenor Aureliano Fuciletto (Victor Poletti), o estranho lorde Reginal Dongby (Peter Collier) e outros tipos excêntricos. A bordo está ainda um jornalista, Orlando (Freddie Jones), encarregado de registrar o acontecimento, e membros de uma família da alta nobreza, como a princesa cega Lherimia (Pina Bausch). Apesar de reunidos em torno da diva morta, não conseguem esquecer as intrigas e rivalidades. Então explode a guerra...",279,279.0,,,E la Nave Va,1983,128',1.0,,,Comercial,0.0,,,,Não,,VHS/NTSC,Colorido,,,,,,
47538,2493,"Os Cafajestes. Sinopse: Classificado por muitos como um filme maldito, retrata o comportamento irresponsável e criminoso de dois jovens de Copacabana. A devassidão de Jandir (Jece Valadão) e de Vavá (Daniel Filho) é revoltante. Os dois tramam um golpe para tirar dinheiro de um velho rico através de chantagem. Para isso tirariam fotos de Vilma (Lucy de Carvalho) nua numa praia deserta de Cabo Frio. Nessa empreitada contariam com a cumplicidade de Leda (Norma Bengell). Todavia, nem tudo corre como o planejado e as frustrações se sucedem. Um filme de cenas fortes. Uma ousadia para a época.",280,280.0,,,Cafajestes (Os),1961,100',1.0,,,Comercial,0.0,,,,Não,,VHS/NTSC,Colorido,,,,,,
47539,2494,"Rosa Púrpura do Cairo (A). Sinopse: O diretor Woody Allen realiza a fantasia de muitas pessoas nestas deliciosa comédia romântica, que mostra a confusão bastante comum entre o ator e seu personagem na imaginação do público. A atriz Mia Farrow interpreta uma dona de casa entediada em New Jersey que em plena época da Depressão nos Estados Unidos vai várias vezes ao cinema assistir ao mesmo filme: A Rosa Púrpura do Cairo. Para seu espanto, um dia o galã e personagem principal da história (Jeff Daniels) sai das telas durante a exibição e se declara apaixonado por ela. Os outros espectadores não entendem nada, e ela pensa estar sonhando. Casada com um alcoólatra, acredita ter encontrado o homem de sua sua vida e planeja abandonar o marido.",281,281.0,,,Rosa Púrpura do Cairo (A),1985,82',1.0,,,Comercial,0.0,,,,Não,,VHS/NTSC,Colorido,,,,,,
47540,2495,"Noite Vazia. Sinopse: Este filme contas as aventuras de dois jovens que procuram na noite os prazeres, o divertimento, o combate ao vácuo existencial. Luisinho (Mário Benvenutti) e Nélson (Gabrielle Tinti), os amigos notívagos, encontram numa boate japonesa duas mulheres, Mara (Norma Bengell) e Regina (Odete Lara), e as levam para a garçonniere de Luisinho e lá procuram preencher a monotonia, a depressão e a angústia de suas vidas através da bebida e do sexo. Conflitos, insatisfações e uma proposta estranha de Luisinho para que as duas mulheres tenham uma relação lésbica. Mais conflitos, insatisfações e, agora, prantos de Mara. Um filme com histórias que se repetem no dia-a-dia de muitos, na procura indefinida de razões para o próprio viver.",282,282.0,,,Noite Vazia,1965,98',1.0,,,Comercial,0.0,,,,Não,,VHS/NTSC,Colorido,,,,,,
47541,2496,"O Beijo da Mulher Aranha. Sinopse: Neste filme o diretor Hector Babenco nos mostra como homens de formação psicológica e polítca diferentes podem tornar-se amigos e como essa amizade pode transformar suas vidas. É a história de Molina (William Hurt), homossexual, e de Valentin (Raul Julia), militante político, presos em uma cadeia latino-americana. Valentim, militante devotado, severo, que acha fraqueza toda e qualquer manifestação de sentimentos que sejam alheios aos seus ideais políticos. Molina, mente fantasiosa, vive num mundo onde a realidade se mistura com as histórias de filmes que assistiu e cjuas heroínas - Leni Lamaison e a Mulher Aranha (ambas Sonia Braga) veivem histórias que são repetidas a cada noite. Um filme que conta o início difícil de um relacionamento e a sua evolução, a passagem pela eliminação de preconceitos, a solidariedade, o respeito mútuo e, por fim, o nascimento de uma amizade plena.",283,283.0,,,Beijo da Mulher Aranha (O),1985,,1.0,,,Comercial,0.0,,,,Não,,VHS/NTSC,Colorido,,,,,,
47542,2587,"Dance with Wolves. Sinopse: Durante a Guerra Civil americana, o tenente da Cavalatia John Dunbar é transferido para a fronteira distante, em Nebraska, onde tem como vizinha uma tribo de índios Sioux. Apesar da barreira da língua e da desconfiança mútua, Dunbar se aproxima gradualmente dos índios e torna-se seu amigo. Desta convivência ele assimila os valores da cultura indígena,  qoe o leva a tomar decisões que mudarão o rumo de sua vida. Épico intimista, ecológico, falado em iakota (dialeto Sioux), com legendas. Baseado no livro de Michael Blake, também roteirista do filme.",198,198.0,,,Dance with Wolves,1990,181',1.0,,,Comercial,198.0,EUA,,inglês,Não,,VHS/NTSC,Colorido,Kevin Costner,Michael Blake,Dean Semler,John Barry,"Kevin Costner, Graham Greene, Mary MacDonnell, Rodney Grant","12 indicações para o Oscar, 7 premiações (inclusive melhor filme, diretor e roteiro). Globo de Ouro (filme, direção e roteiro)"
47543,2588,"Glory. Sinopse: Durante a Guerra Civil americana (1861-1865), o Exército da União for,a o 54º Regimento Voluntário de infantaria de Massachusets, de ex-escravos, comandado pelo Cel. Robert Gould Shaw, cuja patente fora obtida graças à influência de seu pai, rico abolicionista de Boston. A intenção dos brancos é aproveitar os negros na retaguarda, em trabalhos pesados, mas o 54º Regimento quer é demonstrar a sua dignidade humana, liderando o assalto a um forte confederado, na Carolina do Sul. A história é sobre guerreiro, mais do que sobre a escravidão ou o militarismo. Neste sentido, o filme recupera um tema freqüente no faroeste americano: o da dignidade e solidariedade entre os homens. Baseado nas cartas do Cel. Shaw a sua mãe, durante a Guerra  e nos livros ""Lay this Laurel"", de Lincoln Kirstein, e ""One Gallant Rush"", de Peter Burchard.",199,199.0,,,Glory,1989,122',1.0,,,Comercial,199.0,EUA,,inglês,Não,,VHS/NTSC,Colorido,Edward Zwick,,Freddie Francis,,"Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman, Jimmi Kennedy",Oscar de Melhor Fotografia
47544,2589,América 92 - Raízes e Trajetórias. Carrossel das máscaras da alegora latino-americana na passagem do século.,63,24.0,,,América 92 - Raízes e Trajetórias.,19/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47545,2599,"Aleluia, Gretchen! Sinopse: Saga de uma família de imigrantes alemães que, fugindo do nazismo, instala-se no Paraná na década de 30. Ao longo de 40 anos, e narrada em tom de diário, a história  acompanha a aventura da família Kranz no seu sofrido itinerário de adaptação ao novo ambiente social.  Durante a Segunda Guerra Mundial, membros da família envolvem-se com o Integralismo e com os espiões da 5ª Coluna.  Na década de 50 são visitados por ex-oficiais da SS nazista em trânsito para a Argentina e a intromissão faz com que revivam episódios aparentemente sepultados com a derrota do nazismo. (*)",18,18.0,,,"Aleluia, Gretchen! (*)",1977,118',1.0,Sylvio Back Produções,,Comercial,18.0,Brasil,,Português,Não,,VHS/NTSC,Colorido,Sylvio Back,"Sylvio Back, Manoel Carlos Karam e Oscar M. Volpini",Jose Medeiros,Carlos Castilho (Direção Musical),"Carlos Vereza, Miriam Pires, Lilian Lemmertz, Kate Hansen, Sérgio Hinhst, Selma Egrei","Melhor Diretor, Melhor Atriz, Melhor Fotografia, entre outras."
